roi_name,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_min,balanced_accuracy_max,auroc_mean,auroc_sd,auroc_min,auroc_max,top1_count
perioral_mouth,0.6637144563918758,0.008182452338262277,0.6535409199522102,0.6762201314217443,0.7116821983273597,0.009729481659897182,0.6967592592592593,0.7235274790919953,4.0
right_cheek_zygomatic,0.6565412186379929,0.010029920334462138,0.6466188769414576,0.6719982078853046,0.7130011947431303,0.009558539454709596,0.7068817204301076,0.7299820788530467,1.0
nasal_midface,0.6347201314217443,0.015150985574022231,0.6178360215053764,0.6565098566308244,0.6805890083632019,0.017469269838320523,0.6593906810035842,0.7031332138590203,0.0
left_cheek_zygomatic,0.6142320788530465,0.020467015332349677,0.5934856630824372,0.6389605734767025,0.6586326164874552,0.025030338112891817,0.6260304659498208,0.6841517323775388,0.0
right_periocular,0.6069480286738351,0.013938213671099443,0.5912350657108721,0.6197341696535246,0.6562855436081243,0.010861345252843138,0.6464545997610514,0.673784348864994,0.0
left_periocular,0.5978416965352449,0.01817908668912554,0.5724671445639187,0.6210887096774194,0.6392706093189964,0.02014570832436056,0.6104988052568697,0.6553225806451612,0.0
upper_brow_forehead,0.5959324970131421,0.020879278370186556,0.5601911589008363,0.6137022102747909,0.664757467144564,0.017265516792278304,0.636173835125448,0.680352449223417,0.0
chin_mandible,0.5695268817204301,0.011210354644834967,0.5573745519713261,0.5856780167264037,0.5765973715651136,0.014346823259318514,0.5605645161290322,0.5965412186379928,0.0
