roi_name,balanced_accuracy_mean,balanced_accuracy_sd,auroc_mean,auroc_sd,auroc_min,auroc_max
upper_brow_forehead,0.5552668259657507,0.035148756242598375,0.583473715651135,0.033643583509134,0.5509259259259259,0.6181152927120669
right_cheek_zygomatic,0.5205286738351255,0.03706024587044828,0.5244544006371963,0.04666304051912886,0.47057347670250893,0.5516666666666665
chin_mandible,0.5125627240143369,0.02969549612322636,0.5242194344882517,0.043012790582667236,0.4813321385902031,0.5673566308243727
right_periocular,0.5170196136997213,0.02996449006115795,0.5194454400637196,0.04529543631420396,0.48189068100358423,0.5697491039426523
left_cheek_zygomatic,0.4981785145360414,0.034939688355464765,0.5068259657506969,0.04843686913244547,0.45094982078853046,0.5368906810035843
perioral_mouth,0.498549880525687,0.03549958406804901,0.5063022700119474,0.03724840446384688,0.4847968936678614,0.5493130227001195
left_periocular,0.5144688371166866,0.036920322030867314,0.506073277578654,0.05695669733775047,0.4631182795698925,0.5706810035842294
nasal_midface,0.466234070091597,0.03891046175829007,0.4539008363201911,0.07077938958671451,0.37397849462365595,0.5086618876941458
