test_id,test_index,nearest_mse_train_id,nearest_mse_train_index,nearest_mse,nearest_rmse,nearest_cosine_at_mse,nearest_cosine_train_id,nearest_cosine_train_index,max_cosine,mse_at_max_cosine,y_test,y_train_nearest_mse,label_conflict_nearest_mse,near_mse_flag,near_cosine_flag
test_1009,1009,train_1008,1008,0.004169434309005737,0.06457115709781647,0.9890189170837402,train_1008,1008,0.9890189170837402,0.004169434309005737,0,0,False,False,False
test_1010,1010,train_1011,1011,0.0034708380699157715,0.05891381949186325,0.986710250377655,train_1011,1011,0.986710250377655,0.0034708380699157715,0,0,False,False,False
test_1011,1011,train_1008,1008,0.011077940464019775,0.10525179654359818,0.9694613218307495,train_1008,1008,0.9694613218307495,0.011077940464019775,0,0,False,False,False
test_1012,1012,train_1012,1012,0.012934058904647827,0.11372800171375275,0.9619413614273071,train_1036,1036,0.9695360660552979,0.014889746904373169,0,0,False,False,False
test_1013,1013,train_1013,1013,0.006670653820037842,0.08167406916618347,0.9838662147521973,train_1019,1019,0.984706699848175,0.006782710552215576,1,1,False,False,False
test_1014,1014,train_1015,1015,0.010772675275802612,0.1037914976477623,0.975051999092102,train_1015,1015,0.975051999092102,0.010772675275802612,1,1,False,False,False
test_1015,1015,train_1020,1020,0.008180320262908936,0.0904451236128807,0.9763231873512268,train_1015,1015,0.9869211316108704,0.009605228900909424,1,1,False,False,False
test_1016,1016,train_1016,1016,0.007650494575500488,0.08746710419654846,0.9808650612831116,train_1020,1020,0.9861597418785095,0.008029639720916748,1,1,False,False,False
test_1017,1017,train_1018,1018,0.008089795708656311,0.0899432897567749,0.9690788984298706,train_1017,1017,0.9735910892486572,0.0124112069606781,1,1,False,False,False
test_1018,1018,train_1018,1018,0.0027339905500411987,0.05228757485747337,0.9887901544570923,train_1018,1018,0.9887901544570923,0.0027339905500411987,1,1,False,False,False
test_1019,1019,train_1015,1015,0.008097618818283081,0.08998677134513855,0.9819657802581787,train_1015,1015,0.9819657802581787,0.008097618818283081,1,1,False,False,False
test_1020,1020,train_1023,1023,0.010727405548095703,0.10357318818569183,0.9838594198226929,train_1023,1023,0.9838594198226929,0.010727405548095703,1,1,False,False,False
test_1021,1021,train_1022,1022,0.01616305112838745,0.12713399529457092,0.9709790349006653,train_1022,1022,0.9709790349006653,0.01616305112838745,1,1,False,False,False
test_1022,1022,train_1023,1023,0.015750408172607422,0.1255006343126297,0.9751477837562561,train_1023,1023,0.9751477837562561,0.015750408172607422,1,1,False,False,False
test_1023,1023,train_1024,1024,0.0025764107704162598,0.05075835809111595,0.994975745677948,train_1024,1024,0.994975745677948,0.0025764107704162598,0,0,False,False,False
test_1024,1024,train_1031,1031,0.004393339157104492,0.06628227233886719,0.9903096556663513,train_1031,1031,0.9903096556663513,0.004393339157104492,0,0,False,False,False
test_1025,1025,train_1024,1024,0.007782608270645142,0.08821909129619598,0.9842442274093628,train_1024,1024,0.9842442274093628,0.007782608270645142,0,0,False,False,False
test_1026,1026,train_1026,1026,0.0033257603645324707,0.05766940489411354,0.9914146065711975,train_1026,1026,0.9914146065711975,0.0033257603645324707,0,0,False,False,False
test_1027,1027,train_1027,1027,0.00523415207862854,0.07234743982553482,0.9898030757904053,train_1027,1027,0.9898030757904053,0.00523415207862854,0,0,False,False,False
