roi_name,mean_evidence_drop,median_evidence_drop
upper_brow_forehead,0.03062114492058754,0.00045484304428100586
left_periocular,0.02226700633764267,0.00024068355560302734
right_periocular,0.01985892653465271,0.0005649328231811523
nasal_midface,0.03398558869957924,0.00016647577285766602
left_cheek_zygomatic,0.06282134354114532,0.0012730956077575684
right_cheek_zygomatic,0.02884833700954914,0.0054024457931518555
perioral_mouth,-0.010736918076872826,7.855892181396484e-05
chin_mandible,-0.013429738581180573,0.000379025936126709
