roi_name,mean_evidence_drop,median_evidence_drop
upper_brow_forehead,0.04913458600640297,0.0020610690116882324
left_periocular,0.020828858017921448,0.0004891157150268555
right_periocular,0.026388179510831833,0.0007315278053283691
nasal_midface,0.02567386068403721,0.00019228458404541016
left_cheek_zygomatic,0.04059412330389023,0.0011071562767028809
right_cheek_zygomatic,0.04475213214755058,0.0021156668663024902
perioral_mouth,0.013141484931111336,0.00010788440704345703
chin_mandible,0.03184190019965172,0.0005501508712768555
