roi_name,mean_evidence_drop,median_evidence_drop
upper_brow_forehead,0.043141644448041916,0.0018140673637390137
left_periocular,0.0157261211425066,4.172325134277344e-07
right_periocular,0.032259684056043625,0.0014827231643721461
nasal_midface,0.025728145614266396,7.05718994140625e-05
left_cheek_zygomatic,0.06155824288725853,0.0022749900817871094
right_cheek_zygomatic,0.03806048259139061,0.008675992488861084
perioral_mouth,-0.007095801178365946,-5.304813385009766e-06
chin_mandible,-0.011086525395512581,0.0008135437965393066
