roi_name,accuracy_fixed,balanced_accuracy_fixed,auroc_fixed,auprc_fixed,mean_true_confidence_fixed,accuracy_yunet,balanced_accuracy_yunet,auroc_yunet,auprc_yunet,mean_true_confidence_yunet,delta_accuracy,delta_balanced_accuracy,delta_auroc,delta_auprc,delta_mean_true_confidence
right_cheek_zygomatic,0.6763450042698548,0.6551015531660693,0.6988082437275986,0.6095099606301962,0.6166123747825623,0.6618274978650726,0.657479091995221,0.7095519713261649,0.6441673938037269,0.6074973344802856,-0.014517506404782221,0.002377538829151704,0.010743727598566233,0.03465743317353065,-0.009115040302276611
right_periocular,0.5687446626814688,0.6018667861409797,0.6736648745519713,0.6057441866711386,0.540287971496582,0.5678906917164817,0.5912350657108721,0.648273596176822,0.5787905872423684,0.5543102025985718,-0.0008539709649871829,-0.010631720430107516,-0.025391278375149318,-0.02695359942877018,0.014022231101989746
upper_brow_forehead,0.5824081981212639,0.5992831541218638,0.6664994026284349,0.6162002999354341,0.5681777596473694,0.5422715627668659,0.5601911589008363,0.636173835125448,0.599935668271558,0.5497019290924072,-0.04013663535439793,-0.039091995221027576,-0.030325567502986872,-0.01626463166387615,-0.018475830554962158
left_cheek_zygomatic,0.5849701110162254,0.5857332735961769,0.6248118279569892,0.5892368309255787,0.5657472610473633,0.5849701110162254,0.5934856630824372,0.6260304659498208,0.5845023668348373,0.55451899766922,0.0,0.007752389486260336,0.0012186379928316171,-0.004734464090741408,-0.01122826337814331
chin_mandible,0.6037574722459437,0.5851881720430108,0.6198387096774194,0.5519199502584213,0.5726154446601868,0.5807002561912895,0.5670594384707288,0.5834826762246117,0.5588724851862846,0.5442690253257751,-0.02305721605465416,-0.018128733572281952,-0.03635603345280769,0.006952534927863296,-0.02834641933441162
left_periocular,0.5610589239965841,0.563923237753883,0.5935274790919952,0.4862508045663561,0.5385491251945496,0.5798462852263023,0.5724671445639187,0.6104988052568697,0.517320014346949,0.5556572675704956,0.018787361229718247,0.008543906810035695,0.01697132616487451,0.031069209780592855,0.017108142375946045
perioral_mouth,0.5627668659265584,0.5560483870967742,0.5576851851851852,0.5001306736104579,0.5166020393371582,0.6421861656703672,0.6535409199522102,0.712858422939068,0.6797918539890881,0.6066097617149353,0.07941929974380879,0.09749253285543602,0.1551732377538828,0.17966118037863021,0.0900077223777771
nasal_midface,0.5499573014517506,0.5548282556750299,0.5787873357228195,0.4971574800454206,0.5226938128471375,0.6251067463706234,0.6248252688172042,0.667873357228196,0.5800354176397855,0.5757955312728882,0.07514944491887277,0.06999701314217432,0.08908602150537648,0.0828779375943649,0.05310171842575073
