roi_name,mean_evidence_drop_fixed,median_evidence_drop_fixed,prediction_change_rate_fixed,mean_evidence_drop_yunet,median_evidence_drop_yunet,prediction_change_rate_yunet,mean_dynamic_roi_pixels,delta_mean_evidence_drop,delta_prediction_change_rate
perioral_mouth,0.0131414854076896,0.0001078844070434,0.0264730999146029,0.07467062238364836,0.003835439682006836,0.0982066609735269,171.34842015371478,0.061529136975958756,0.071733561058924
upper_brow_forehead,0.0491345881190776,0.0020610690116882,0.0623398804440649,0.06418222598938302,0.002032756805419922,0.08283518360375747,230.30145175064047,0.015047637870305414,0.020495303159692564
right_periocular,0.0263881802546322,0.0007315278053283,0.0358667805294619,0.04438187368232149,0.0013865828514099121,0.059777967549103334,123.73783091374894,0.017993693427689292,0.023911187019641435
left_cheek_zygomatic,0.0405941208677181,0.0011071562767028,0.0597779675491033,0.04196171214077129,0.0007414817810058594,0.06917164816396243,139.95559350982066,0.0013675912730531856,0.00939368061485913
nasal_midface,0.0256738611083293,0.0001922845840454,0.0384286934244235,0.04090033061297357,0.0007343888282775879,0.04696840307429547,79.9530315969257,0.015226469504644274,0.008539709649871968
right_cheek_zygomatic,0.0447521322280769,0.0021156668663024,0.0657557643040136,0.038009784010177156,0.0025809407234191895,0.04696840307429547,149.49103330486764,-0.006742348217899742,-0.01878736122971813
left_periocular,0.0208288577560863,0.0004891157150268,0.0298889837745516,0.035045349758481656,0.0008886456489562988,0.05038428693424424,123.96754910333048,0.014216492002395355,0.020495303159692637
chin_mandible,0.0318418998874876,0.0005501508712768,0.0486763450042698,0.01518193891264095,0.00018674135208129883,0.034158838599487616,52.9265584970111,-0.01665996097484665,-0.014517506404782186
