upper_brow_forehead__mean,upper_brow_forehead__std,upper_brow_forehead__p10,upper_brow_forehead__p90,upper_brow_forehead__grad_mean,left_periocular__mean,left_periocular__std,left_periocular__p10,left_periocular__p90,left_periocular__grad_mean,right_periocular__mean,right_periocular__std,right_periocular__p10,right_periocular__p90,right_periocular__grad_mean,nasal_midface__mean,nasal_midface__std,nasal_midface__p10,nasal_midface__p90,nasal_midface__grad_mean,left_cheek_zygomatic__mean,left_cheek_zygomatic__std,left_cheek_zygomatic__p10,left_cheek_zygomatic__p90,left_cheek_zygomatic__grad_mean,right_cheek_zygomatic__mean,right_cheek_zygomatic__std,right_cheek_zygomatic__p10,right_cheek_zygomatic__p90,right_cheek_zygomatic__grad_mean,perioral_mouth__mean,perioral_mouth__std,perioral_mouth__p10,perioral_mouth__p90,perioral_mouth__grad_mean,chin_mandible__mean,chin_mandible__std,chin_mandible__p10,chin_mandible__p90,chin_mandible__grad_mean,sample_index_train,y_true
0.582755,0.06874476,0.48801664,0.6708653,0.026593031,0.38713482,0.1136554,0.2604903,0.5557997,0.05156331,0.46509448,0.11160967,0.27797294,0.5760006,0.05918023,0.51344794,0.08885904,0.40341043,0.61942756,0.06142846,0.2759506,0.10937744,0.084908664,0.39785275,0.043512728,0.39548633,0.11901909,0.22805211,0.54235053,0.062249735,0.3084966,0.044572927,0.2481372,0.36532515,0.045201384,0.3127945,0.12187168,0.11407206,0.4586495,0.051103562,170,0
0.5420182,0.060652453,0.45797572,0.61706346,0.028382165,0.35552877,0.113992535,0.21412382,0.54552597,0.07109986,0.42837018,0.11455048,0.24096003,0.56747246,0.0766167,0.4879574,0.10831377,0.30231053,0.61443645,0.077107504,0.38505682,0.08849372,0.2720513,0.51402247,0.04377483,0.45547754,0.07875409,0.3795553,0.55552304,0.042340945,0.42444512,0.07543146,0.314361,0.4984487,0.058449015,0.38303715,0.09693015,0.26664647,0.49049082,0.059807323,171,0
0.6851864,0.14739887,0.51281404,0.8859035,0.06625303,0.33930674,0.1376901,0.18025427,0.55193037,0.08165331,0.52500576,0.19072801,0.24444248,0.75557786,0.128938,0.5013562,0.21410756,0.22352138,0.80759406,0.13995418,0.3216664,0.096518114,0.23582168,0.38087824,0.04792475,0.44754723,0.08384692,0.33539057,0.55785984,0.06521642,0.3489014,0.10222909,0.21620248,0.48597932,0.07263634,0.348033,0.119049504,0.23153433,0.47740752,0.08009978,172,0
0.50226676,0.09628258,0.393248,0.6267604,0.02836704,0.29434484,0.09201238,0.16601023,0.43185756,0.049265653,0.4269984,0.15789455,0.19829032,0.64095473,0.09652434,0.39639434,0.07921725,0.29894984,0.49526504,0.05534313,0.3407191,0.08967938,0.2647214,0.41671365,0.049040757,0.4111695,0.06356377,0.33221102,0.48953694,0.042991877,0.26766148,0.07204191,0.15211779,0.3350665,0.0533871,0.32980317,0.101103246,0.18280356,0.41293773,0.039029796,173,0
0.52846104,0.08384137,0.43265152,0.6422159,0.031729188,0.31248623,0.09462635,0.1846129,0.44550818,0.064323865,0.46467587,0.16059373,0.21191698,0.6654562,0.099439934,0.43677622,0.09052113,0.2906683,0.5301788,0.06632794,0.363373,0.10528027,0.27807593,0.459627,0.060760777,0.42834565,0.071811385,0.3560789,0.5202991,0.047743693,0.32108113,0.09308537,0.15919995,0.42915738,0.05241879,0.3457323,0.10693156,0.18677641,0.4495569,0.053126473,174,0
0.5455995,0.08625583,0.4469117,0.6608443,0.033361353,0.32948452,0.093905285,0.19052956,0.4531701,0.07048721,0.4737594,0.15693846,0.23170558,0.65925366,0.10289351,0.44357514,0.10136275,0.2746504,0.5469903,0.06872052,0.36404148,0.09344397,0.28848362,0.47102326,0.050548293,0.43974513,0.0818494,0.36761075,0.5343815,0.047972266,0.37818056,0.07375349,0.29383367,0.47140655,0.05295744,0.32649276,0.11481013,0.1371869,0.4614149,0.060056157,175,0
0.57862437,0.1070489,0.46059266,0.7158556,0.03961417,0.3412022,0.10536524,0.20471677,0.49219245,0.06634309,0.49532774,0.16049258,0.24710663,0.6762233,0.10626695,0.46608013,0.102702826,0.29528067,0.5671226,0.070451364,0.38702452,0.110850014,0.2983513,0.49104193,0.06734769,0.4717488,0.07921551,0.39653078,0.5731546,0.0513224,0.3571547,0.10155316,0.18749803,0.47754404,0.05697803,0.33926794,0.12167363,0.1263022,0.47769645,0.060335122,176,0
0.5564335,0.08276882,0.4552669,0.6667283,0.029421275,0.32350442,0.10629932,0.1785009,0.47541735,0.06406388,0.4677697,0.16530815,0.22930828,0.6592952,0.105539635,0.46421868,0.10668431,0.30631447,0.58556664,0.07309822,0.37813264,0.08349147,0.2989204,0.4876693,0.057283215,0.46626443,0.08574989,0.38732958,0.56797624,0.05892898,0.33842623,0.09893819,0.17967007,0.46186098,0.057158593,0.33895686,0.13572907,0.09953292,0.49161986,0.062069584,177,0
0.34491536,0.19826518,0.111649945,0.6239749,0.08817568,0.37422767,0.10612803,0.23107436,0.532028,0.058686845,0.5344736,0.13317439,0.3061164,0.6808761,0.05867767,0.43877563,0.10238453,0.30888417,0.5906708,0.07838972,0.44582352,0.082754984,0.34860665,0.57553583,0.036400013,0.57636553,0.076158054,0.45487803,0.65672195,0.04164834,0.5307006,0.058927502,0.43924356,0.6148255,0.03865731,0.4544746,0.08702187,0.34501177,0.5801221,0.05445408,178,1
0.2986792,0.18680294,0.10498373,0.5815056,0.071060695,0.36964762,0.099451125,0.22562677,0.50609314,0.06727988,0.51092005,0.1378497,0.30057997,0.65690094,0.072149165,0.4918983,0.10013836,0.3413086,0.6062686,0.076620154,0.44305933,0.072434,0.3581655,0.54851294,0.03307674,0.5850316,0.061787285,0.4772728,0.6541133,0.03223581,0.5203649,0.051500447,0.46970636,0.5945032,0.03138595,0.48373404,0.08230209,0.36713582,0.600063,0.04591398,179,1
0.2720974,0.19442677,0.087789826,0.6004375,0.072559796,0.31984085,0.09116244,0.19156851,0.45351142,0.06805807,0.5069775,0.15442432,0.26631212,0.6711103,0.07622224,0.40200514,0.11691718,0.24997878,0.5701686,0.08283979,0.39346963,0.08521761,0.29691017,0.52601326,0.038486004,0.5909197,0.08013098,0.465707,0.6692265,0.041658234,0.46540824,0.086991325,0.3596036,0.61017954,0.043400086,0.43075854,0.08875811,0.32138744,0.56243706,0.05349905,180,1
0.23223723,0.12938371,0.11326681,0.42933849,0.046450708,0.26846173,0.06804711,0.19078009,0.34893745,0.04652446,0.5515885,0.17670643,0.28693807,0.77424854,0.10338698,0.44924736,0.14083335,0.29441184,0.6761315,0.09809051,0.33708715,0.072891876,0.2700193,0.46047515,0.0313352,0.5951489,0.090720296,0.4639641,0.68788934,0.052137166,0.48010966,0.12135265,0.33428988,0.65484476,0.05134911,0.34444672,0.074374005,0.27912158,0.46137956,0.04228843,181,1
0.20917648,0.11725734,0.07030074,0.380948,0.051248897,0.27532485,0.07729838,0.15979193,0.36993718,0.04048739,0.42266554,0.16516112,0.18807516,0.6606962,0.076305784,0.30696052,0.07879331,0.19805689,0.40081573,0.05197261,0.29174912,0.050472867,0.24205062,0.3573996,0.029202927,0.4365209,0.08933956,0.32163104,0.54178816,0.04611024,0.39117077,0.07708502,0.32138473,0.529543,0.03652446,0.28740245,0.05445298,0.22887637,0.37164423,0.03291662,182,1
0.17687672,0.08827966,0.07061892,0.28289026,0.041531783,0.23511676,0.06722209,0.1374944,0.31318644,0.047896,0.5086833,0.18978396,0.21493986,0.72628653,0.102449365,0.42307025,0.14187495,0.26078016,0.6382307,0.09637206,0.2784561,0.04514774,0.2281259,0.33698452,0.024543144,0.5466821,0.0837584,0.43788147,0.64564824,0.05218187,0.46244073,0.13704534,0.28504485,0.6186499,0.055542104,0.31703046,0.0922277,0.23890118,0.48314878,0.04909932,183,1
0.1891979,0.10207188,0.05448616,0.3319658,0.043501105,0.27177218,0.08342445,0.14805987,0.366146,0.050856244,0.39222988,0.18725418,0.17665283,0.69977033,0.07785946,0.2950355,0.035961635,0.24224485,0.33783698,0.031542238,0.32078105,0.03361326,0.27663982,0.3606416,0.019689566,0.39669418,0.096439414,0.27093786,0.532883,0.044208214,0.3452978,0.07371957,0.28818536,0.4466875,0.036988582,0.30458063,0.040465146,0.256111,0.35497078,0.031006902,184,1
0.28355557,0.12751426,0.15574302,0.49433294,0.054967057,0.34491166,0.09478267,0.21248682,0.45630896,0.060528856,0.5046328,0.14657918,0.26499218,0.63005567,0.06715053,0.42950982,0.09020592,0.2867457,0.53132796,0.065132454,0.37618744,0.058850203,0.31019297,0.44630343,0.031505123,0.4856243,0.06685698,0.40028015,0.5433183,0.039803743,0.42629674,0.06022278,0.36267513,0.50828254,0.030335693,0.3997968,0.07362124,0.31684288,0.50335634,0.05439093,185,1
0.2301699,0.10425683,0.12849794,0.3586067,0.03827094,0.26294145,0.07092271,0.15219933,0.34330884,0.041499317,0.58338386,0.1697309,0.2626401,0.7387598,0.083224714,0.42770505,0.16354674,0.23972681,0.66943455,0.09848596,0.28825295,0.04705989,0.23098975,0.34728146,0.027810058,0.5326621,0.097887896,0.38399917,0.62697685,0.05903327,0.43590423,0.12749422,0.29952702,0.65184736,0.05158691,0.271937,0.044104394,0.23091346,0.3423629,0.029692512,186,1
0.18539417,0.0825911,0.061046783,0.26720643,0.03157213,0.24857649,0.060772702,0.16963668,0.31481418,0.033798326,0.4819328,0.22656795,0.18266581,0.77257854,0.09029548,0.28516105,0.06904284,0.23056519,0.36671573,0.04163539,0.27974185,0.032043166,0.23897855,0.30701232,0.017296193,0.42845428,0.13072819,0.2702179,0.5986229,0.07407226,0.39184973,0.14123984,0.27645838,0.64024836,0.047173396,0.2993264,0.0621361,0.24961817,0.37005886,0.037863605,187,1
0.22648744,0.12689443,0.065665595,0.4091996,0.053283762,0.31202912,0.08553225,0.1863241,0.40796706,0.054678235,0.44094595,0.14484078,0.22294909,0.63546383,0.059896808,0.36301222,0.05215487,0.2790408,0.41816482,0.03684243,0.34859458,0.051533993,0.26669198,0.39910346,0.02490265,0.4132465,0.06576534,0.33649552,0.49303347,0.033881467,0.37771934,0.027506663,0.34426773,0.4183544,0.017405054,0.34440356,0.04466332,0.27990767,0.39895424,0.033032052,188,1
0.3280162,0.15679462,0.1645467,0.57588154,0.07293353,0.40365246,0.12532327,0.2624921,0.6325757,0.047132906,0.59148973,0.13481246,0.3927496,0.73613536,0.08382501,0.36188975,0.104795806,0.2610594,0.49898475,0.07674654,0.44152725,0.07444853,0.37519053,0.5567002,0.027411457,0.51580304,0.12591815,0.3042238,0.65853333,0.075298935,0.49080172,0.08808781,0.3830547,0.59959364,0.0414167,0.35608074,0.04609427,0.3041265,0.4103135,0.033969752,189,1
0.344249,0.17226233,0.14843133,0.6194134,0.07014101,0.42328,0.095833145,0.28548828,0.56102896,0.06462361,0.5597429,0.12873131,0.33919513,0.6940836,0.061633073,0.51725113,0.09379302,0.39847934,0.64195377,0.06394131,0.45320913,0.0952119,0.34068242,0.5955957,0.047607798,0.5713185,0.06203332,0.4755146,0.6379173,0.03861491,0.5457735,0.059601095,0.46156186,0.62239105,0.03617632,0.42142814,0.103758104,0.29931697,0.55321056,0.06573568,190,1
0.33487567,0.15587896,0.15501022,0.58376616,0.067251675,0.4051713,0.09871592,0.28177226,0.55480707,0.06005363,0.5455181,0.13070017,0.3220503,0.6833844,0.063571654,0.49488243,0.10451844,0.3537953,0.63918096,0.06658074,0.44151324,0.092649564,0.3290013,0.58184344,0.048567012,0.5561804,0.06372602,0.47240078,0.6270499,0.045509584,0.5276361,0.0539246,0.45037138,0.5913413,0.03111456,0.38638288,0.09469572,0.2712664,0.51686406,0.05638836,191,1
0.520316,0.11735312,0.40091985,0.6836647,0.05803181,0.3630334,0.16761383,0.16333607,0.6033727,0.06536287,0.33801973,0.14030492,0.16694754,0.5710613,0.0652389,0.36590454,0.09325924,0.2353341,0.48465374,0.059839994,0.36820683,0.0991593,0.27321622,0.54224384,0.04678744,0.37663856,0.11689053,0.28171864,0.5941987,0.04090314,0.25900307,0.034091186,0.21035917,0.2969095,0.030765535,0.31268412,0.085879475,0.26167303,0.4494882,0.054339655,192,0
0.39618504,0.10914562,0.28765503,0.5399874,0.04987072,0.27532288,0.13100377,0.1146549,0.47575158,0.04468964,0.27167484,0.124805756,0.1213707,0.46749747,0.04644252,0.2856948,0.05553606,0.2202354,0.35673794,0.039657064,0.2647823,0.08065329,0.17591819,0.33796412,0.049513042,0.30190617,0.11941165,0.19630568,0.50388217,0.04159411,0.20779493,0.020690484,0.18006256,0.23156355,0.017876925,0.23884559,0.0531346,0.20830475,0.33820885,0.037003383,193,0
0.46075082,0.09910965,0.3673682,0.6026124,0.05039223,0.30229053,0.13580598,0.13763243,0.49646756,0.04998636,0.31289893,0.13187033,0.14644197,0.49683142,0.053639334,0.3331838,0.08122834,0.23978797,0.44929922,0.06069246,0.31682187,0.084496714,0.23538737,0.47256142,0.050501626,0.3408057,0.11916318,0.23725061,0.5228925,0.039092943,0.2394915,0.023581294,0.20943365,0.26833147,0.020083938,0.2573286,0.038567334,0.24065976,0.28686222,0.027587753,194,0
0.5086631,0.101678185,0.407804,0.6458773,0.052862927,0.31960326,0.14978166,0.13917175,0.52503395,0.053287584,0.33213937,0.15941618,0.14868595,0.5603404,0.06395952,0.332721,0.11166031,0.18306684,0.49573892,0.075904705,0.34449938,0.088233784,0.2600364,0.5037726,0.044540785,0.34711155,0.11520553,0.22251293,0.5240097,0.05183403,0.23940337,0.025226714,0.2035031,0.2667341,0.024476783,0.25338623,0.02149217,0.2365731,0.2793241,0.016693063,195,0
0.656693,0.1165003,0.53579897,0.8278514,0.066774644,0.41926333,0.1862978,0.20349286,0.6721369,0.06922344,0.4206715,0.19694878,0.18787168,0.7079754,0.08410594,0.42663592,0.14579,0.25828916,0.6546674,0.097796455,0.46025053,0.10336243,0.3644231,0.6326612,0.058952946,0.46645513,0.13800585,0.33735055,0.6783534,0.06220023,0.3015804,0.053935073,0.23756973,0.35037538,0.03560337,0.36603943,0.06508184,0.3297143,0.40627924,0.038550347,196,0
0.6293449,0.114098884,0.51789296,0.8010369,0.06609813,0.4087542,0.19694929,0.15288101,0.6477665,0.06990734,0.35665542,0.18292415,0.1368758,0.64898616,0.09183134,0.3476521,0.13875808,0.16614094,0.53725564,0.098259866,0.4174668,0.1234843,0.29415154,0.6067855,0.062925555,0.3823594,0.12574136,0.2486997,0.5914718,0.07028656,0.25673294,0.049223118,0.18178166,0.32139608,0.04108046,0.29946366,0.048617885,0.27245182,0.32562035,0.027429398,197,0
0.63232774,0.10719408,0.52421725,0.8073034,0.060922716,0.42436638,0.19653238,0.18614,0.6852699,0.063787796,0.37986404,0.17435284,0.17281625,0.66026706,0.0862616,0.39842126,0.14618245,0.23091286,0.60688734,0.09344936,0.44712913,0.109170884,0.36083686,0.63491696,0.052252833,0.42154574,0.11280287,0.29299766,0.62100935,0.060245734,0.3060854,0.05383614,0.22164795,0.36006612,0.043292053,0.33517697,0.025401117,0.31337893,0.35587063,0.01834258,198,0
0.48188892,0.10560077,0.36939454,0.654196,0.05976511,0.29903117,0.16190167,0.12617809,0.55913526,0.060876224,0.29744986,0.15076762,0.1371039,0.5418795,0.06025507,0.3394597,0.11017174,0.23016056,0.5122136,0.074587405,0.337033,0.08480337,0.2679814,0.43497586,0.052519612,0.37097922,0.12058655,0.2695653,0.5531635,0.043657675,0.24802838,0.027342979,0.20854717,0.275821,0.01650415,0.30510598,0.077835254,0.25626823,0.46304232,0.045775346,199,0
0.4548616,0.10148545,0.35470742,0.615376,0.05301866,0.27838266,0.15769805,0.11088035,0.53313386,0.058324136,0.28678223,0.14467938,0.11054305,0.4993232,0.05623999,0.31637388,0.09799901,0.2128081,0.4704162,0.06824855,0.31593946,0.08470622,0.24620539,0.43985122,0.048688553,0.34201342,0.12590177,0.24014434,0.538376,0.039982393,0.22252452,0.029691575,0.17851865,0.2533314,0.018495336,0.27533492,0.067041084,0.23146439,0.4026546,0.03713459,200,0
0.46510097,0.1030486,0.3718835,0.6312922,0.05303033,0.30650565,0.15628265,0.14645836,0.5478284,0.053471487,0.28381267,0.1398825,0.13160641,0.53083986,0.063532755,0.32015377,0.10658069,0.19788618,0.47949776,0.06460743,0.3307372,0.08465004,0.2645927,0.45970982,0.046165366,0.3163184,0.093151934,0.2330949,0.48629332,0.037420504,0.23157091,0.026431113,0.1882486,0.2595402,0.021201277,0.26908487,0.039875578,0.24380976,0.28949773,0.027245576,201,0
0.41445577,0.11116524,0.30785194,0.5901628,0.058065683,0.27417648,0.15968397,0.1051756,0.5382488,0.056822978,0.28270334,0.14744367,0.10055035,0.49160275,0.05921874,0.28974533,0.088493116,0.18939967,0.41960984,0.061353505,0.2986852,0.080867484,0.22179422,0.42388096,0.051186837,0.3465041,0.15247639,0.21654162,0.6163255,0.045621425,0.21037668,0.035939045,0.15705317,0.25367928,0.021970173,0.29152456,0.08646228,0.23023628,0.43018183,0.04082341,202,0
0.3734802,0.11346865,0.28320712,0.54620904,0.049627513,0.27261615,0.1583304,0.09545534,0.51611936,0.045323912,0.23897965,0.11240188,0.1222845,0.44780517,0.055398624,0.25703305,0.09105132,0.13780886,0.3879819,0.05359425,0.2707317,0.08615768,0.20333567,0.3999863,0.042971086,0.26039404,0.101274386,0.15978514,0.44039825,0.043511894,0.19528447,0.023040138,0.16322245,0.21907172,0.01817463,0.2294828,0.04828041,0.19986302,0.26877016,0.027854767,203,0
0.52017254,0.12289865,0.40342334,0.7309126,0.058124658,0.36710256,0.1712953,0.18634139,0.63890946,0.05667724,0.37102327,0.14353992,0.19294287,0.5870761,0.057389654,0.3835122,0.088414006,0.28510022,0.51926756,0.06303554,0.3737518,0.0804137,0.2939782,0.4774538,0.04914753,0.40325075,0.1447509,0.27936026,0.60784996,0.045324974,0.29604283,0.029067846,0.25811523,0.33669075,0.020157479,0.3429826,0.07086109,0.2944017,0.4751589,0.032023396,204,0
0.46738747,0.10631275,0.37289953,0.6433136,0.051478,0.34969777,0.16204299,0.1764362,0.5882072,0.048381012,0.29306677,0.11542756,0.16005157,0.4677691,0.059494305,0.3309347,0.11473182,0.18898967,0.48649508,0.06513462,0.3453296,0.072003156,0.2787969,0.41556,0.04271447,0.32363123,0.08447727,0.25617963,0.4794377,0.03617883,0.26061976,0.029736921,0.22215232,0.30194917,0.018621668,0.30609637,0.05139014,0.26983994,0.40290782,0.02947254,205,0
0.3973464,0.10925388,0.30240995,0.57491624,0.053486753,0.29269445,0.14387251,0.1354149,0.5294518,0.05240518,0.2750614,0.13288556,0.12688054,0.4793453,0.05219237,0.29358226,0.078736134,0.21432617,0.41025543,0.053354315,0.29186732,0.061815247,0.22081664,0.3503664,0.03739959,0.3519009,0.12967771,0.23834619,0.5652822,0.03902363,0.2447624,0.03199777,0.21191013,0.27574158,0.022345517,0.34713918,0.09151573,0.2553213,0.49265942,0.045526065,206,0
0.53276235,0.14418283,0.3809871,0.74486095,0.06199683,0.35684282,0.17649902,0.16422571,0.6304921,0.060691368,0.38737547,0.16327204,0.18071407,0.61031574,0.061285477,0.35981902,0.08485713,0.26682734,0.48542666,0.061209895,0.36503243,0.09937864,0.2726166,0.5241279,0.05826408,0.425808,0.18283176,0.25823587,0.73700535,0.047317043,0.27567068,0.03831444,0.22895479,0.3235986,0.029027184,0.33936185,0.086083554,0.28154397,0.47781867,0.038808323,207,0
0.3986182,0.10946294,0.29929003,0.5799269,0.054211255,0.27254155,0.13824645,0.13338026,0.5070525,0.054689858,0.2718302,0.13122854,0.12660381,0.47657508,0.052195735,0.29182872,0.081676,0.20853147,0.41458362,0.053385217,0.29178348,0.07073398,0.2206639,0.37182313,0.040100425,0.34161043,0.13681398,0.23203017,0.5810808,0.039581425,0.24267237,0.020954208,0.22454526,0.2695143,0.016217308,0.33867693,0.08531845,0.25112817,0.45745656,0.043512397,208,0
0.35890123,0.11048848,0.2671694,0.5503476,0.055537652,0.23395602,0.14808589,0.079338595,0.49319616,0.051190283,0.21832669,0.13118884,0.07939262,0.45073766,0.054498207,0.2644168,0.08625133,0.16950801,0.3759129,0.054709356,0.26288033,0.07002665,0.19464836,0.34280252,0.046761476,0.25809172,0.100671224,0.18099982,0.4559673,0.037082884,0.18227704,0.02536949,0.14471337,0.21662524,0.016198946,0.22612476,0.057821512,0.18296643,0.33213466,0.036225345,209,0
0.4623622,0.109016314,0.35858363,0.6311416,0.053010687,0.31773162,0.15027668,0.16501604,0.56225806,0.053559747,0.3262855,0.13496312,0.16515416,0.51476586,0.055049244,0.33226794,0.08509642,0.23719352,0.46909,0.058176123,0.34438664,0.08200129,0.2732054,0.44759405,0.04755742,0.37414032,0.13293448,0.2657606,0.58232874,0.03981263,0.25235912,0.036681503,0.19607684,0.30237734,0.027810235,0.30717644,0.06260422,0.26336646,0.42459506,0.03216136,210,0
0.4786065,0.11341012,0.36714482,0.6528619,0.057993814,0.3327803,0.1542788,0.16771016,0.56836194,0.053859722,0.31749177,0.13418312,0.16700631,0.5290616,0.061202236,0.34226713,0.0874799,0.24469063,0.46882856,0.058245193,0.3535437,0.082141824,0.28406584,0.48140055,0.045289114,0.35347238,0.10578072,0.26822436,0.53669643,0.035395704,0.2617569,0.030308573,0.22462186,0.2970438,0.022408329,0.3028342,0.0563722,0.26252556,0.39565736,0.034995038,211,0
0.43302867,0.1117746,0.33732104,0.618825,0.05582496,0.29540172,0.15530819,0.12602113,0.5501614,0.053455815,0.26908243,0.1250163,0.13646609,0.5088696,0.06013171,0.31316477,0.10394025,0.20506877,0.45666343,0.06264352,0.312505,0.069718145,0.24726269,0.38650393,0.04720115,0.3025102,0.08664499,0.22692889,0.47021043,0.036434848,0.22930396,0.024444826,0.19585909,0.26410013,0.020497851,0.2704897,0.0555805,0.23004435,0.32393053,0.036245577,212,0
0.46776652,0.11163209,0.36824062,0.6409285,0.057287324,0.32734388,0.15377326,0.17239998,0.58275276,0.056277405,0.3152058,0.1345591,0.17140274,0.51570195,0.05817549,0.3433484,0.090019606,0.24366632,0.4846816,0.06037858,0.35834065,0.07750552,0.28583276,0.4472021,0.049098905,0.36709097,0.111405924,0.2767834,0.5425154,0.036517575,0.2691018,0.026944427,0.2337979,0.30529603,0.017022386,0.30722383,0.06116688,0.2637642,0.39450935,0.03952372,213,0
0.47462478,0.12012502,0.3596711,0.66107744,0.058889363,0.32027528,0.16391127,0.1458077,0.57426685,0.057733852,0.3151498,0.14344144,0.14899112,0.52473587,0.05797973,0.3304508,0.09326645,0.21899831,0.47588685,0.064194955,0.3429507,0.08681515,0.26335293,0.47736433,0.049286608,0.34915614,0.12667233,0.23950548,0.5406128,0.042974804,0.24941586,0.027452141,0.21798973,0.28787884,0.018306484,0.28188342,0.057591885,0.24309906,0.34872192,0.036759607,214,0
0.48627973,0.12616627,0.3633284,0.6812068,0.062065575,0.3380985,0.16754152,0.14098091,0.5711751,0.057238,0.3127678,0.1398439,0.12789823,0.5407602,0.0628721,0.33058953,0.10734749,0.19704255,0.47587967,0.07086256,0.3498259,0.09812208,0.26758718,0.52851987,0.045010373,0.33576012,0.1163737,0.2252678,0.5070294,0.043659147,0.24286054,0.02950905,0.20880829,0.27900285,0.023852801,0.27149504,0.041880436,0.24492374,0.29782474,0.028849345,215,0
0.42002794,0.11748258,0.3248496,0.6214418,0.05682053,0.2882894,0.16627681,0.11499298,0.5736898,0.05885512,0.28911167,0.14257076,0.117286704,0.5144843,0.05757453,0.30754998,0.09028579,0.21376345,0.45310736,0.059501775,0.3118743,0.06772616,0.24509776,0.3899111,0.04709537,0.36140293,0.15015645,0.23722512,0.5919522,0.04648249,0.23191787,0.03184858,0.19429387,0.28477278,0.021797488,0.29646173,0.082683146,0.24286418,0.43647102,0.03840127,216,0
0.47928524,0.12357651,0.3639288,0.6707851,0.05702935,0.33482307,0.16650578,0.15742292,0.5920918,0.05669656,0.3406055,0.14492406,0.15289702,0.5447797,0.057220638,0.34380037,0.08609776,0.25167295,0.46768355,0.062331315,0.3418737,0.0787558,0.26877338,0.42765397,0.05024921,0.3723384,0.14391904,0.24313463,0.5725076,0.044256326,0.25955385,0.03595943,0.20619848,0.3130027,0.025015524,0.30549866,0.073763095,0.261754,0.44477427,0.03139857,217,0
0.4717689,0.11856217,0.36368766,0.65871704,0.055811618,0.33064312,0.16840848,0.1470052,0.5739022,0.055239454,0.3193082,0.136487,0.15693405,0.55408573,0.05970857,0.3395605,0.106950425,0.21076,0.4885978,0.06733882,0.34440365,0.08479863,0.26331913,0.48137206,0.04777827,0.34097046,0.11923216,0.23566353,0.52742994,0.04554037,0.2513403,0.034550533,0.19940116,0.28702685,0.025204802,0.2855165,0.04723535,0.2581838,0.3026751,0.029481843,218,0
0.442255,0.11215435,0.3411186,0.6311122,0.05705798,0.3112557,0.15593608,0.15713349,0.56069005,0.05315649,0.29093516,0.1330623,0.14040147,0.4974437,0.06272747,0.32086426,0.09640058,0.2193277,0.4686725,0.061536945,0.32379743,0.07992616,0.25675893,0.41377577,0.047115166,0.36085272,0.12885286,0.2541502,0.5462249,0.042085864,0.24794611,0.031278834,0.21043797,0.27976954,0.02018335,0.3291337,0.085857145,0.2559303,0.4665015,0.050129883,219,0
0.45534107,0.11792831,0.34314027,0.6330091,0.058058053,0.31791386,0.15662833,0.15096301,0.5588081,0.05271557,0.2998863,0.13468635,0.14697695,0.50245005,0.061246295,0.32445136,0.09281696,0.2206238,0.46138808,0.060010545,0.33503124,0.08269292,0.26670054,0.47062707,0.045519933,0.3410519,0.107852966,0.2535994,0.5093037,0.038276896,0.24407788,0.036110234,0.19662285,0.28588244,0.024778126,0.28358096,0.057401832,0.24978568,0.34512153,0.032117076,220,0
0.39299116,0.11036066,0.30214784,0.5694687,0.051336285,0.28715158,0.15726008,0.11223755,0.53451234,0.050749037,0.27005765,0.12510914,0.12865555,0.48575097,0.05338534,0.2901763,0.09221753,0.17570934,0.41444546,0.057523586,0.29628894,0.07521623,0.23384696,0.37485474,0.045253944,0.3025556,0.110203326,0.20282438,0.47804368,0.040441558,0.22441165,0.026306342,0.18925554,0.25888932,0.017490879,0.25415647,0.04993434,0.22386806,0.28104782,0.028418025,221,0
0.39951673,0.11540482,0.291633,0.57909995,0.052239496,0.2843934,0.15965323,0.10734513,0.512083,0.053674825,0.26441303,0.12846923,0.112138644,0.47274858,0.05522095,0.27576593,0.09729573,0.1510948,0.40718675,0.06123957,0.2900096,0.080364436,0.21703655,0.43296564,0.043170977,0.2852339,0.10543583,0.1929167,0.4646051,0.040346082,0.21063821,0.024047963,0.1771922,0.24373123,0.016603772,0.23834638,0.04686787,0.21247181,0.26434714,0.031036278,222,0
0.51225626,0.18277468,0.2668309,0.79591125,0.08700644,0.27925587,0.12752911,0.13979876,0.47070622,0.0814008,0.3696869,0.18496875,0.13206373,0.63877547,0.08122502,0.3964946,0.14743419,0.21418181,0.59240603,0.0863331,0.3077446,0.098606646,0.20320635,0.4684664,0.05547164,0.32443595,0.08969287,0.23767766,0.45731774,0.05423688,0.28362545,0.036845732,0.23645632,0.3325824,0.03203454,0.38298005,0.08690634,0.28217503,0.52227944,0.055033125,223,1
0.5300726,0.18658549,0.292704,0.8041459,0.09192977,0.36938238,0.1458134,0.16199155,0.5616263,0.07250194,0.2697039,0.13307866,0.12405762,0.4827181,0.080731995,0.3673473,0.13066217,0.21810961,0.5549543,0.06957887,0.2954959,0.08630285,0.21871379,0.44603735,0.052247893,0.31833276,0.08813456,0.22675592,0.4458144,0.039859224,0.25764197,0.02152894,0.23331757,0.28199768,0.016551806,0.36998066,0.070869744,0.26615256,0.44381875,0.046497177,224,1
