roi_index,roi_name,n,mean_evidence_drop,median_evidence_drop,std_evidence_drop,prediction_change_rate,mean_dynamic_roi_pixels,missing_yunet_count
1,upper_brow_forehead,1171,0.09276115588717532,0.0039784908294677734,0.2248503877468166,0.09649871904355252,230.30145175064047,0
3,right_periocular,1171,0.04090231308009918,6.0041835240554065e-05,0.1517633290059442,0.04782237403928266,123.73783091374894,0
6,right_cheek_zygomatic,1171,0.0333830421006619,0.00030618681921623647,0.14649392450798868,0.04611443210930828,149.49103330486764,0
5,left_cheek_zygomatic,1171,0.032400361201547864,0.00019465206423774362,0.13826588879533633,0.04269854824935952,139.95559350982066,0
7,perioral_mouth,1171,0.028695385913552703,0.0002878601153497584,0.12483391841623262,0.035866780529461996,171.34842015371478,0
2,left_periocular,1171,0.019429980328741787,0.00023484230041503906,0.10883627855916612,0.026473099914602904,123.96754910333048,0
4,nasal_midface,1171,0.017061698921873425,0.00012718993457383476,0.09606342315665278,0.02134927412467976,79.9530315969257,0
8,chin_mandible,1171,0.008303679016083015,6.198883056640625e-06,0.07194424897968398,0.017933390264730998,52.9265584970111,0
