roi_index,roi_name,n,mean_cam_energy_fraction,median_cam_energy_fraction,mean_cam,median_cam
1,upper_brow_forehead,1171,0.2038045274141348,0.1945442687279398,0.23511388409289474,0.21904896199703217
6,right_cheek_zygomatic,1171,0.13614897920559663,0.12436358185959419,0.22977929620801357,0.21152348816394806
3,right_periocular,1171,0.1206987459927372,0.10731688383709834,0.2562457367031812,0.24123515188694
5,left_cheek_zygomatic,1171,0.09821172133576843,0.08739108574237231,0.1710939725099519,0.14222431182861328
2,left_periocular,1171,0.08124317135253097,0.07434781344342765,0.1820448652340371,0.15905258059501648
8,chin_mandible,1171,0.05516233913231531,0.04533638073540607,0.13782138008393474,0.11690759658813477
7,perioral_mouth,1171,0.048142286461833696,0.04178197534025114,0.1578037089058898,0.13730591535568237
4,nasal_midface,1171,0.04270566188958868,0.03157426019574884,0.159847313722286,0.1168856993317604
