flat_pixel_index,mean_pixel_evidence_drop,mean_pixel_evidence_drop_class0,mean_pixel_evidence_drop_class1
223,0.00016409700037911534,0.00014095350343268365,0.00019559264183044434
224,0.00010776222916319966,0.00015398988034576178,4.485156387090683e-05
225,-1.4646639101556502e-05,-0.00024065794423222542,0.00029292923863977194
226,0.0001342964096693322,-0.00014534243382513523,0.0005148532800376415
227,0.00027736747870221734,-0.0005089500336907804,0.001347456476651132
228,0.00024154660059139132,-0.00022463347704615444,0.0008759651682339609
229,0.00017994322115555406,-0.0002481520641595125,0.0007625325815752149
230,4.6955810830695555e-05,0.00018353144696447998,-0.00013890824629925191
231,0.00014107035531196743,0.00012358595267869532,0.0001648646721150726
232,0.00025632709730416536,-0.0003406174073461443,0.0010687010362744331
233,7.11430111550726e-05,5.2658891945611686e-05,9.629780834075063e-05
234,0.0003283930418547243,-0.00030635384609922767,0.0011922119883820415
235,-8.82302538229851e-06,-0.0003333242784719914,0.000432786502642557
236,0.0002138886193279177,-0.0003042409080080688,0.000919004378374666
237,0.0001762327301548794,4.09717031288892e-05,0.00036030772025696933
238,7.866335363360122e-05,-0.0004139174416195601,0.0007490101852454245
239,3.6156674468657e-05,0.00021317093342076987,-0.0002047397574642673
240,-0.00028085560188628733,5.55041988263838e-05,-0.0007386034703813493
241,-9.181303903460503e-05,-0.000643018982373178,0.0006583159556612372
242,-7.826233195373788e-05,0.0009529144736006856,-0.001481577637605369
243,-0.00025430493406020105,-0.00013123961980454624,-0.0004217828973196447
244,-0.00017320108599960804,0.0006020241999067366,-0.0012281951494514942
245,0.00017549283802509308,8.750465349294245e-05,0.0002952348440885544
246,0.0003960329049732536,-0.00012389606854412705,0.0011035972274839878
247,3.790929895330919e-06,9.499249426880851e-05,-0.0001203240972245112
248,-5.704940849682316e-05,-0.0005932093481533229,0.0006726037827320397
249,0.00011668605293380097,0.0003350675688125193,-0.0001805065112421289
250,0.00012868427438661456,-5.2755498472834006e-05,0.00037560335476882756
251,3.811519854934886e-05,-7.060731149977073e-05,0.00018607423407956958
252,0.00048214950948022306,0.0005249818204902112,0.0004238596302457154
253,0.00024718581698834896,0.0002975146926473826,0.0001786938519217074
254,-8.541173883713782e-05,-0.00016003078781068325,1.613638778508175e-05
255,-6.162881618365645e-05,-0.00020227122877258807,0.0001297696289839223
256,6.118379133113194e-06,-0.0002723154320847243,0.0003850353532470763
257,0.00011315407027723268,0.00050794065464288,-0.00042410590685904026
258,4.800675742444582e-05,-1.948771569004748e-05,0.0001398591120960191
259,7.880778139224276e-05,2.895072611863725e-05,0.00014665760681964457
260,7.260896381922066e-05,-0.0005118864355608821,0.000868041068315506
261,0.00026860457728616893,-0.0007491913274861872,0.0016537097981199622
262,0.00033039471600204706,0.0002998507407028228,0.0003719614469446242
263,0.0002813580504152924,-5.6927292462205514e-05,0.000741726194974035
