roi_index,roi_name,n,mean_evidence_drop,median_evidence_drop,prediction_change_rate
1,upper_brow_forehead,1171,0.04913458811907761,0.0020610690116882324,0.0623398804440649
6,right_cheek_zygomatic,1171,0.04475213222807698,0.0021156668663024902,0.06575576430401367
5,left_cheek_zygomatic,1171,0.040594120867718186,0.0011071562767028809,0.059777967549103334
8,chin_mandible,1171,0.03184189988748766,0.0005501508712768555,0.04867634500426986
3,right_periocular,1171,0.026388180254632288,0.0007315278053283691,0.035866780529461996
4,nasal_midface,1171,0.025673861108329303,0.00019228458404541016,0.03842869342442357
2,left_periocular,1171,0.02082885775608639,0.0004891157150268555,0.029888983774551667
7,perioral_mouth,1171,0.013141485407689666,0.00010788440704345703,0.026473099914602904
